fecha,cielo,temp._(°c),sen._térmica_(°c),racha_máx._(km/h),precipitación_(mm),nieve_(mm),humedad_relativa_(%),prob._precip.__(%),prob._de_nieve_(%),prob._de_tormenta_(%),avisos,dirección_viento,velocidad_del_viento,localizacion_id
2024-08-30 02:00:00,Nuboso,18,18,22.0,0.0,0,88,10,0,10,Sin riesgo,NE,12,brunete-id28026
2024-08-30 03:00:00,Muy nuboso,18,18,18.0,0.0,0,90,10,0,10,Sin riesgo,NE,13,brunete-id28026
2024-08-30 04:00:00,Muy nuboso,18,18,17.0,0.0,0,91,10,0,10,Sin riesgo,NE,11,brunete-id28026
2024-08-30 05:00:00,Cielo despejado,18,18,20.0,0.0,0,93,10,0,10,Sin riesgo,NE,11,brunete-id28026
2024-08-30 06:00:00,Poco nuboso,18,18,21.0,0.0,0,95,Riesgo,0,10,Sin riesgo,NE,14,brunete-id28026
2024-08-30 07:00:00,Poco nuboso,18,18,23.0,0.0,0,98,Riesgo,0,10,Sin riesgo,NE,13,brunete-id28026
2024-08-30 08:00:00,Cielo despejado,18,18,22.0,0.0,0,99,20,0,20,Riesgo,NE,15,brunete-id28026
2024-08-30 09:00:00,Cubierto,20,20,23.0,0.0,0,90,Riesgo,0,20,Riesgo,NE,14,brunete-id28026
2024-08-30 10:00:00,Cubierto,22,22,22.0,0.0,0,82,Riesgo,0,20,Riesgo,E,13,brunete-id28026
2024-08-30 11:00:00,Intervalos nubosos,24,24,45.0,0.0,0,75,Riesgo,0,20,Riesgo,E,13,brunete-id28026
2024-08-30 12:00:00,Nuboso,25,25,48.0,0.0,0,68,Riesgo,0,20,Riesgo,SE,27,brunete-id28026
2024-08-30 13:00:00,Nubes altas,27,28,23.0,0.0,0,61,Riesgo,0,20,Riesgo,N,32,brunete-id28026
2024-08-30 14:00:00,Nubes altas,28,29,25.0,0.0,0,51,45,0,45,Riesgo,NE,14,brunete-id28026
2024-08-30 15:00:00,Muy nuboso,29,29,25.0,0.0,0,47,Riesgo,0,45,Riesgo,NE,15,brunete-id28026
2024-08-30 16:00:00,Nubes altas,29,29,25.0,0.0,0,45,Riesgo,0,45,Sin riesgo,E,14,brunete-id28026
2024-08-30 17:00:00,Poco nuboso,30,30,26.0,0.0,0,42,Riesgo,0,45,Sin riesgo,NE,15,brunete-id28026
2024-08-30 18:00:00,Nubes altas,28,28,24.0,0.0,0,48,Riesgo,0,45,Sin riesgo,NE,15,brunete-id28026
2024-08-30 19:00:00,Nubes altas,26,26,15.0,0.0,0,55,Riesgo,0,45,Sin riesgo,NE,14,brunete-id28026
2024-08-30 20:00:00,Poco nuboso,24,24,15.0,0.0,0,71,20,0,20,Sin riesgo,E,9,brunete-id28026
2024-08-30 21:00:00,Nubes altas,22,22,15.0,0.0,0,80,20,0,20,Sin riesgo,E,7,brunete-id28026
2024-08-30 22:00:00,Muy nuboso,21,21,13.0,0.0,0,86,20,0,20,Sin riesgo,NE,10,brunete-id28026
2024-08-30 23:00:00,Poco nuboso,20,20,14.0,0.0,0,87,20,0,20,Sin riesgo,NE,9,brunete-id28026
2024-08-31 00:00:00,Poco nuboso,20,20,15.0,0.0,0,88,20,0,20,Sin riesgo,NE,9,brunete-id28026
2024-08-31 01:00:00,Muy nuboso,20,20,17.0,0.0,0,89,20,0,20,Sin riesgo,NE,10,brunete-id28026
2024-08-31 02:00:00,Muy nuboso,20,20,18.0,0.0,0,87,5,0,5,Sin riesgo,NE,10,brunete-id28026
2024-08-31 03:00:00,Poco nuboso,19,19,9.0,0.0,0,88,5,0,5,Sin riesgo,NE,12,brunete-id28026
2024-08-31 04:00:00,Cielo despejado,19,19,22.0,0.0,0,88,5,0,5,Sin riesgo,E,6,brunete-id28026
2024-08-31 05:00:00,Cielo despejado,19,19,13.0,0.0,0,88,5,0,5,Sin riesgo,NE,15,brunete-id28026
2024-08-31 06:00:00,Poco nuboso,18,18,8.0,0.0,0,87,5,0,5,Sin riesgo,NE,7,brunete-id28026
2024-08-31 07:00:00,Nubes altas,18,18,9.0,0.0,0,87,5,0,5,Sin riesgo,NE,5,brunete-id28026
2024-08-29 12:00:00,Nuboso,23,23,23.0,0.0,0,68,90,0,75,Riesgo,SE,7,buitrago-del-lozoya-id28027
2024-08-29 13:00:00,Nubes altas,24,24,26.0,0.0,0,61,Riesgo,0,75,Riesgo,SE,11,buitrago-del-lozoya-id28027
2024-08-29 14:00:00,Cubierto con tormenta y lluvia escasa,26,26,30.0,0.1,0,54,100,0,85,Riesgo,SE,12,buitrago-del-lozoya-id28027
2024-08-29 15:00:00,Intervalos nubosos con lluvia escasa,25,25,30.0,0.1,0,56,Riesgo,0,85,Riesgo,S,14,buitrago-del-lozoya-id28027
2024-08-29 16:00:00,Intervalos nubosos con lluvia escasa,24,24,24.0,0.1,0,58,Riesgo,0,85,Riesgo,S,15,buitrago-del-lozoya-id28027
2024-08-29 17:00:00,Cubierto con tormenta y lluvia escasa,23,23,31.0,0.1,0,61,Riesgo,0,85,Riesgo,SE,10,buitrago-del-lozoya-id28027
2024-08-29 18:00:00,Intervalos nubosos con lluvia escasa,22,22,20.0,0.1,0,62,Riesgo,0,85,Riesgo,SE,17,buitrago-del-lozoya-id28027
2024-08-29 19:00:00,Intervalos nubosos con lluvia escasa,21,21,26.0,0.1,0,53,Riesgo,0,85,Riesgo,S,7,buitrago-del-lozoya-id28027
2024-08-29 20:00:00,Cielo despejado,21,21,9.0,0.0,0,57,55,0,55,Riesgo,E,8,buitrago-del-lozoya-id28027
2024-08-29 21:00:00,Nubes altas,20,20,5.0,0.0,0,53,Riesgo,0,55,Riesgo,NE,6,buitrago-del-lozoya-id28027
2024-08-29 22:00:00,Nubes altas,19,19,7.0,0.0,0,59,Riesgo,0,55,Riesgo,SE,2,buitrago-del-lozoya-id28027
2024-08-29 23:00:00,Poco nuboso,17,17,5.0,0.0,0,65,Riesgo,0,55,Riesgo,NO,4,buitrago-del-lozoya-id28027
2024-08-30 00:00:00,Cubierto con lluvia escasa,17,17,9.0,1.0,0,68,Riesgo,0,55,Sin riesgo,S,3,buitrago-del-lozoya-id28027
2024-08-30 01:00:00,Intervalos nubosos con lluvia escasa,16,16,5.0,1.0,0,97,Riesgo,0,55,Sin riesgo,NO,4,buitrago-del-lozoya-id28027
2024-08-30 02:00:00,Muy nuboso,15,15,9.0,0.0,0,100,10,0,10,Sin riesgo,O,3,buitrago-del-lozoya-id28027
2024-08-30 03:00:00,Poco nuboso,16,16,12.0,0.0,0,100,10,0,10,Sin riesgo,N,5,buitrago-del-lozoya-id28027
2024-08-30 04:00:00,Poco nuboso,14,14,9.0,0.0,0,100,10,0,10,Sin riesgo,NO,7,buitrago-del-lozoya-id28027
2024-08-30 05:00:00,Muy nuboso,12,12,5.0,0.0,0,100,10,0,10,Sin riesgo,O,5,buitrago-del-lozoya-id28027
2024-08-30 06:00:00,Cubierto,12,12,5.0,0.0,0,100,Riesgo,0,10,Sin riesgo,NO,3,buitrago-del-lozoya-id28027
2024-08-30 07:00:00,Poco nuboso,12,12,8.0,0.0,0,100,Riesgo,0,10,Sin riesgo,N,3,buitrago-del-lozoya-id28027
2024-08-30 08:00:00,Cielo despejado,12,12,6.0,0.0,0,100,65,0,65,Riesgo,NO,5,buitrago-del-lozoya-id28027
2024-08-30 09:00:00,Cielo despejado,15,15,10.0,0.0,0,100,Riesgo,0,65,Riesgo,O,3,buitrago-del-lozoya-id28027
2024-08-30 10:00:00,Cubierto,19,19,24.0,0.0,0,88,Riesgo,0,65,Riesgo,O,2,buitrago-del-lozoya-id28027
2024-08-30 11:00:00,Cubierto con lluvia,22,22,28.0,11.0,0,73,Riesgo,0,65,Riesgo,S,12,buitrago-del-lozoya-id28027
2024-08-30 12:00:00,Cubierto con lluvia,24,24,20.0,8.0,0,68,Riesgo,0,65,Riesgo,E,16,buitrago-del-lozoya-id28027
2024-08-30 13:00:00,Cubierto con lluvia escasa,25,25,20.0,1.0,0,57,Riesgo,0,65,Riesgo,S,11,buitrago-del-lozoya-id28027
2024-08-30 14:00:00,Intervalos nubosos con lluvia escasa,27,27,9.0,0.1,0,47,75,0,70,Riesgo,N,10,buitrago-del-lozoya-id28027
2024-08-30 15:00:00,Nubes altas,27,27,14.0,0.0,0,47,Riesgo,0,70,Riesgo,N,5,buitrago-del-lozoya-id28027
2024-08-30 16:00:00,Nubes altas,27,27,9.0,0.0,0,42,Riesgo,0,70,Sin riesgo,NO,6,buitrago-del-lozoya-id28027
2024-08-30 17:00:00,Nubes altas,28,28,19.0,0.0,0,41,Riesgo,0,70,Sin riesgo,E,2,buitrago-del-lozoya-id28027
2024-08-30 18:00:00,Cielo despejado,27,27,17.0,0.0,0,40,Riesgo,0,70,Sin riesgo,S,9,buitrago-del-lozoya-id28027
2024-08-30 19:00:00,Nubes altas,26,26,13.0,0.0,0,48,Riesgo,0,70,Sin riesgo,S,8,buitrago-del-lozoya-id28027
2024-08-30 20:00:00,Poco nuboso,25,25,3.0,0.0,0,59,20,0,20,Sin riesgo,S,6,buitrago-del-lozoya-id28027
2024-08-30 21:00:00,Cielo despejado,22,22,5.0,0.0,0,73,20,0,20,Sin riesgo,NO,2,buitrago-del-lozoya-id28027
2024-08-30 22:00:00,Poco nuboso,20,20,8.0,0.0,0,82,20,0,20,Sin riesgo,N,3,buitrago-del-lozoya-id28027
2024-08-30 23:00:00,Muy nuboso,18,18,6.0,0.0,0,89,20,0,20,Sin riesgo,N,5,buitrago-del-lozoya-id28027
2024-08-31 00:00:00,Cubierto,17,17,4.0,0.0,0,91,20,0,20,Sin riesgo,NO,3,buitrago-del-lozoya-id28027
2024-08-31 01:00:00,Poco nuboso,16,16,5.0,0.0,0,98,20,0,20,Sin riesgo,E,1,buitrago-del-lozoya-id28027
2024-08-31 02:00:00,Cielo despejado,16,16,7.0,0.0,0,98,0,0,0,Sin riesgo,C,0,buitrago-del-lozoya-id28027
2024-08-31 03:00:00,Poco nuboso,15,15,7.0,0.0,0,100,0,0,0,Sin riesgo,N,3,buitrago-del-lozoya-id28027
2024-08-31 04:00:00,Poco nuboso,14,14,6.0,0.0,0,100,0,0,0,Sin riesgo,N,4,buitrago-del-lozoya-id28027
2024-08-31 05:00:00,Cielo despejado,13,13,8.0,0.0,0,100,0,0,0,Sin riesgo,NO,4,buitrago-del-lozoya-id28027
2024-08-31 06:00:00,Poco nuboso,14,14,5.0,0.0,0,97,0,0,0,Sin riesgo,NO,5,buitrago-del-lozoya-id28027
2024-08-31 07:00:00,Nubes altas,13,13,6.0,0.0,0,100,0,0,0,Sin riesgo,N,3,buitrago-del-lozoya-id28027
2024-08-29 12:00:00,Nubes altas,21,21,27.0,0.0,0,66,95,0,75,Riesgo,SE,5,bustarviejo-id28028
2024-08-29 13:00:00,Nubes altas,22,22,29.0,0.0,0,55,Riesgo,0,75,Riesgo,S,9,bustarviejo-id28028
2024-08-29 14:00:00,Intervalos nubosos con lluvia escasa,23,23,31.0,0.1,0,55,100,0,75,Riesgo,S,10,bustarviejo-id28028
2024-08-29 15:00:00,Cubierto con tormenta y lluvia escasa,22,22,33.0,0.1,0,59,Riesgo,0,75,Riesgo,S,10,bustarviejo-id28028
2024-08-29 16:00:00,Muy nuboso con tormenta y lluvia escasa,21,21,31.0,0.1,0,60,Riesgo,0,75,Riesgo,S,12,bustarviejo-id28028
2024-08-29 17:00:00,Intervalos nubosos con lluvia escasa,22,22,40.0,0.1,0,56,Riesgo,0,75,Riesgo,S,11,bustarviejo-id28028
2024-08-29 18:00:00,Cubierto con tormenta y lluvia escasa,21,21,63.0,0.1,0,61,Riesgo,0,75,Riesgo,S,16,bustarviejo-id28028
2024-08-29 19:00:00,Intervalos nubosos con lluvia escasa,19,19,27.0,0.1,0,53,Riesgo,0,75,Riesgo,S,27,bustarviejo-id28028
2024-08-29 20:00:00,Nuboso,18,18,13.0,0.0,0,50,65,0,60,Riesgo,S,11,bustarviejo-id28028
2024-08-29 21:00:00,Nubes altas,17,17,5.0,0.0,0,68,Riesgo,0,60,Riesgo,SO,3,bustarviejo-id28028
2024-08-29 22:00:00,Poco nuboso,16,16,5.0,0.0,0,73,Riesgo,0,60,Riesgo,N,1,bustarviejo-id28028
2024-08-29 23:00:00,Cubierto,15,15,15.0,0.0,0,78,Riesgo,0,60,Riesgo,SO,2,bustarviejo-id28028
2024-08-30 00:00:00,Intervalos nubosos con lluvia escasa,15,15,8.0,0.8,0,86,Riesgo,0,60,Sin riesgo,SE,6,bustarviejo-id28028
2024-08-30 01:00:00,Muy nuboso,14,14,8.0,0.0,0,100,Riesgo,0,60,Sin riesgo,NO,4,bustarviejo-id28028
2024-08-30 02:00:00,Cubierto,15,15,11.0,0.0,0,96,15,0,15,Sin riesgo,S,3,bustarviejo-id28028
2024-08-30 03:00:00,Nuboso,14,14,6.0,0.0,0,98,15,0,15,Sin riesgo,O,3,bustarviejo-id28028
2024-08-30 04:00:00,Cubierto,14,14,6.0,0.0,0,100,15,0,15,Sin riesgo,SO,3,bustarviejo-id28028
2024-08-30 05:00:00,Cubierto,14,14,6.0,0.0,0,100,15,0,15,Sin riesgo,SO,2,bustarviejo-id28028
2024-08-30 06:00:00,Cubierto,13,13,5.0,0.0,0,100,Riesgo,0,15,Sin riesgo,SO,3,bustarviejo-id28028
2024-08-30 07:00:00,Nuboso,13,13,7.0,0.0,0,100,Riesgo,0,15,Sin riesgo,SO,2,bustarviejo-id28028
2024-08-30 08:00:00,Cielo despejado,13,13,12.0,0.0,0,100,75,0,70,Riesgo,NO,3,bustarviejo-id28028
2024-08-30 09:00:00,Cielo despejado,15,15,11.0,0.0,0,92,Riesgo,0,70,Riesgo,O,5,bustarviejo-id28028
2024-08-30 10:00:00,Cubierto,18,18,23.0,0.0,0,85,Riesgo,0,70,Riesgo,SE,3,bustarviejo-id28028
2024-08-30 11:00:00,Cubierto con tormenta y lluvia escasa,20,20,36.0,0.3,0,77,Riesgo,0,70,Riesgo,SE,8,bustarviejo-id28028
2024-08-30 12:00:00,Cubierto con tormenta,22,22,56.0,5.0,0,75,Riesgo,0,70,Riesgo,S,14,bustarviejo-id28028
2024-08-30 13:00:00,Cubierto con tormenta,23,23,21.0,3.0,0,54,Riesgo,0,70,Riesgo,S,21,bustarviejo-id28028
2024-08-30 14:00:00,Intervalos nubosos con lluvia escasa,24,24,9.0,0.1,0,48,80,0,65,Riesgo,N,9,bustarviejo-id28028
2024-08-30 15:00:00,Nubes altas,25,25,27.0,0.0,0,46,Riesgo,0,65,Riesgo,O,3,bustarviejo-id28028
2024-08-30 16:00:00,Nubes altas,25,25,23.0,0.0,0,40,Riesgo,0,65,Sin riesgo,S,9,bustarviejo-id28028
2024-08-30 17:00:00,Nubes altas,26,26,21.0,0.0,0,39,Riesgo,0,65,Sin riesgo,S,7,bustarviejo-id28028
2024-08-30 18:00:00,Poco nuboso,24,24,16.0,0.0,0,43,Riesgo,0,65,Sin riesgo,S,7,bustarviejo-id28028
2024-08-30 19:00:00,Poco nuboso,23,23,9.0,0.0,0,47,Riesgo,0,65,Sin riesgo,SE,5,bustarviejo-id28028
2024-08-30 20:00:00,Nubes altas,22,22,7.0,0.0,0,54,30,0,30,Sin riesgo,S,3,bustarviejo-id28028
2024-08-30 21:00:00,Poco nuboso,20,20,7.0,0.0,0,63,30,0,30,Sin riesgo,S,3,bustarviejo-id28028
2024-08-30 22:00:00,Cielo despejado,19,19,9.0,0.0,0,74,30,0,30,Sin riesgo,S,3,bustarviejo-id28028
2024-08-30 23:00:00,Poco nuboso,17,17,7.0,0.0,0,85,30,0,30,Sin riesgo,S,4,bustarviejo-id28028
2024-08-31 00:00:00,Cubierto,17,17,13.0,0.0,0,89,30,0,30,Sin riesgo,S,3,bustarviejo-id28028
2024-08-31 01:00:00,Muy nuboso,16,16,11.0,0.0,0,92,30,0,30,Sin riesgo,SE,6,bustarviejo-id28028
2024-08-31 02:00:00,Poco nuboso,15,15,8.0,0.0,0,92,0,0,0,Sin riesgo,SE,3,bustarviejo-id28028
2024-08-31 03:00:00,Poco nuboso,16,16,12.0,0.0,0,86,0,0,0,Sin riesgo,S,3,bustarviejo-id28028
2024-08-31 04:00:00,Cielo despejado,14,14,7.0,0.0,0,95,0,0,0,Sin riesgo,SE,4,bustarviejo-id28028
2024-08-31 05:00:00,Cielo despejado,15,15,8.0,0.0,0,90,0,0,0,Sin riesgo,SO,3,bustarviejo-id28028
2024-08-31 06:00:00,Poco nuboso,15,15,11.0,0.0,0,92,0,0,0,Sin riesgo,SO,4,bustarviejo-id28028
2024-08-31 07:00:00,Nubes altas,14,14,10.0,0.0,0,89,0,0,0,Sin riesgo,SO,5,bustarviejo-id28028
2024-08-29 12:00:00,Nubes altas,22,22,14.0,0.0,0,77,90,0,75,Riesgo,E,5,cabanillas-de-la-sierra-id28029
2024-08-29 13:00:00,Nubes altas,24,24,20.0,0.0,0,71,Riesgo,0,75,Riesgo,E,6,cabanillas-de-la-sierra-id28029
2024-08-29 14:00:00,Nubes altas,25,25,19.0,0.0,0,63,100,0,75,Riesgo,E,8,cabanillas-de-la-sierra-id28029
2024-08-29 15:00:00,Nubes altas,24,24,20.0,0.0,0,62,Riesgo,0,75,Riesgo,SE,7,cabanillas-de-la-sierra-id28029
2024-08-29 16:00:00,Muy nuboso,23,23,20.0,0.0,0,62,Riesgo,0,75,Riesgo,SO,9,cabanillas-de-la-sierra-id28029
2024-08-29 17:00:00,Nubes altas,24,24,41.0,0.0,0,57,Riesgo,0,75,Riesgo,SO,8,cabanillas-de-la-sierra-id28029
2024-08-29 18:00:00,Cubierto con tormenta y lluvia escasa,23,23,72.0,0.2,0,52,Riesgo,0,75,Riesgo,S,10,cabanillas-de-la-sierra-id28029
2024-08-29 19:00:00,Muy nuboso con tormenta y lluvia escasa,21,21,15.0,0.3,0,65,Riesgo,0,75,Riesgo,SO,34,cabanillas-de-la-sierra-id28029
2024-08-29 20:00:00,Nuboso,19,19,16.0,0.0,0,65,80,0,70,Riesgo,O,4,cabanillas-de-la-sierra-id28029
2024-08-29 21:00:00,Intervalos nubosos con lluvia escasa,19,19,13.0,0.1,0,77,Riesgo,0,70,Riesgo,NE,3,cabanillas-de-la-sierra-id28029
2024-08-29 22:00:00,Poco nuboso,18,18,11.0,0.0,0,78,Riesgo,0,70,Riesgo,N,7,cabanillas-de-la-sierra-id28029
2024-08-29 23:00:00,Poco nuboso,18,18,19.0,0.0,0,71,Riesgo,0,70,Riesgo,N,7,cabanillas-de-la-sierra-id28029
2024-08-30 00:00:00,Cubierto,18,18,20.0,0.0,0,78,Riesgo,0,70,Sin riesgo,NE,11,cabanillas-de-la-sierra-id28029
2024-08-30 01:00:00,Cubierto con lluvia escasa,17,17,23.0,0.5,0,85,Riesgo,0,70,Sin riesgo,N,12,cabanillas-de-la-sierra-id28029
2024-08-30 02:00:00,Nuboso,16,16,25.0,0.0,0,100,20,0,20,Sin riesgo,N,12,cabanillas-de-la-sierra-id28029
2024-08-30 03:00:00,Muy nuboso,16,16,13.0,0.0,0,100,20,0,20,Sin riesgo,N,14,cabanillas-de-la-sierra-id28029
2024-08-30 04:00:00,Muy nuboso,16,16,13.0,0.0,0,95,20,0,20,Sin riesgo,N,7,cabanillas-de-la-sierra-id28029
2024-08-30 05:00:00,Muy nuboso,15,15,14.0,0.0,0,97,20,0,20,Sin riesgo,N,8,cabanillas-de-la-sierra-id28029
2024-08-30 06:00:00,Cubierto,15,15,12.0,0.0,0,100,Riesgo,0,20,Sin riesgo,NE,7,cabanillas-de-la-sierra-id28029
2024-08-30 07:00:00,Poco nuboso,15,15,12.0,0.0,0,100,Riesgo,0,20,Sin riesgo,NE,7,cabanillas-de-la-sierra-id28029
2024-08-30 08:00:00,Cielo despejado,15,15,12.0,0.0,0,100,40,0,40,Riesgo,NE,7,cabanillas-de-la-sierra-id28029
2024-08-30 09:00:00,Poco nuboso,17,17,20.0,0.0,0,97,Riesgo,0,40,Riesgo,NE,6,cabanillas-de-la-sierra-id28029
2024-08-30 10:00:00,Cubierto,20,20,23.0,0.0,0,83,Riesgo,0,40,Riesgo,E,10,cabanillas-de-la-sierra-id28029
2024-08-30 11:00:00,Cubierto,22,22,46.0,0.0,0,82,Riesgo,0,40,Riesgo,SE,12,cabanillas-de-la-sierra-id28029
2024-08-30 12:00:00,Cubierto,24,24,35.0,0.0,0,72,Riesgo,0,40,Riesgo,SE,26,cabanillas-de-la-sierra-id28029
2024-08-30 13:00:00,Muy nuboso,25,25,28.0,0.0,0,54,Riesgo,0,40,Riesgo,N,19,cabanillas-de-la-sierra-id28029
2024-08-30 14:00:00,Nubes altas,27,27,27.0,0.0,0,48,60,0,60,Riesgo,N,16,cabanillas-de-la-sierra-id28029
2024-08-30 15:00:00,Nubes altas,27,27,16.0,0.0,0,44,Riesgo,0,60,Riesgo,N,12,cabanillas-de-la-sierra-id28029
2024-08-30 16:00:00,Nubes altas,28,28,15.0,0.0,0,40,Riesgo,0,60,Sin riesgo,SE,3,cabanillas-de-la-sierra-id28029
2024-08-30 17:00:00,Intervalos nubosos con lluvia escasa,28,28,13.0,0.1,0,40,Riesgo,0,60,Sin riesgo,SE,5,cabanillas-de-la-sierra-id28029
2024-08-30 18:00:00,Poco nuboso,27,27,12.0,0.0,0,46,Riesgo,0,60,Sin riesgo,E,5,cabanillas-de-la-sierra-id28029
2024-08-30 19:00:00,Poco nuboso,25,25,11.0,0.0,0,59,Riesgo,0,60,Sin riesgo,NE,4,cabanillas-de-la-sierra-id28029
2024-08-30 20:00:00,Nubes altas,23,23,4.0,0.0,0,66,40,0,40,Sin riesgo,N,5,cabanillas-de-la-sierra-id28029
2024-08-30 21:00:00,Poco nuboso,22,22,4.0,0.0,0,76,40,0,40,Sin riesgo,N,2,cabanillas-de-la-sierra-id28029
2024-08-30 22:00:00,Cielo despejado,21,21,7.0,0.0,0,80,40,0,40,Sin riesgo,N,2,cabanillas-de-la-sierra-id28029
2024-08-30 23:00:00,Muy nuboso,19,19,6.0,0.0,0,85,40,0,40,Sin riesgo,N,5,cabanillas-de-la-sierra-id28029
2024-08-31 00:00:00,Cubierto,19,19,9.0,0.0,0,87,40,0,40,Sin riesgo,NE,4,cabanillas-de-la-sierra-id28029
2024-08-31 01:00:00,Cubierto,18,18,8.0,0.0,0,91,40,0,40,Sin riesgo,N,5,cabanillas-de-la-sierra-id28029
2024-08-31 02:00:00,Muy nuboso,18,18,6.0,0.0,0,89,5,0,5,Sin riesgo,N,5,cabanillas-de-la-sierra-id28029
2024-08-31 03:00:00,Cielo despejado,18,18,8.0,0.0,0,87,5,0,5,Sin riesgo,NE,3,cabanillas-de-la-sierra-id28029
2024-08-31 04:00:00,Cielo despejado,17,17,4.0,0.0,0,93,5,0,5,Sin riesgo,NE,4,cabanillas-de-la-sierra-id28029
2024-08-31 05:00:00,Cielo despejado,16,16,9.0,0.0,0,95,5,0,5,Sin riesgo,N,2,cabanillas-de-la-sierra-id28029
2024-08-31 06:00:00,Cielo despejado,17,17,5.0,0.0,0,87,5,0,5,Sin riesgo,N,4,cabanillas-de-la-sierra-id28029
2024-08-31 07:00:00,Nubes altas,16,16,3.0,0.0,0,91,5,0,5,Sin riesgo,SO,3,cabanillas-de-la-sierra-id28029
2024-08-29 12:00:00,Muy nuboso,22,22,20.0,0.0,0,74,90,0,75,Riesgo,SE,6,cabrera-la-id28030
2024-08-29 13:00:00,Nubes altas,23,23,25.0,0.0,0,67,Riesgo,0,75,Riesgo,SE,8,cabrera-la-id28030
2024-08-29 14:00:00,Nubes altas,25,25,27.0,0.0,0,59,100,0,75,Riesgo,SE,10,cabrera-la-id28030
2024-08-29 15:00:00,Nubes altas,23,23,30.0,0.0,0,61,Riesgo,0,75,Riesgo,S,11,cabrera-la-id28030
2024-08-29 16:00:00,Nubes altas,22,22,24.0,0.0,0,63,Riesgo,0,75,Riesgo,S,12,cabrera-la-id28030
2024-08-29 17:00:00,Nuboso,23,23,60.0,0.0,0,58,Riesgo,0,75,Riesgo,S,10,cabrera-la-id28030
2024-08-29 18:00:00,Cubierto con tormenta y lluvia escasa,22,22,47.0,0.1,0,61,Riesgo,0,75,Riesgo,S,21,cabrera-la-id28030
2024-08-29 19:00:00,Muy nuboso con tormenta y lluvia escasa,20,20,11.0,0.1,0,67,Riesgo,0,75,Riesgo,SO,24,cabrera-la-id28030
2024-08-29 20:00:00,Poco nuboso,19,19,14.0,0.0,0,58,80,0,60,Riesgo,NE,6,cabrera-la-id28030
2024-08-29 21:00:00,Nubes altas,18,18,11.0,0.0,0,72,Riesgo,0,60,Riesgo,N,4,cabrera-la-id28030
2024-08-29 22:00:00,Muy nuboso,17,17,10.0,0.0,0,68,Riesgo,0,60,Riesgo,NO,6,cabrera-la-id28030
2024-08-29 23:00:00,Intervalos nubosos con lluvia escasa,17,17,9.0,0.7,0,63,Riesgo,0,60,Riesgo,O,5,cabrera-la-id28030
2024-08-30 00:00:00,Muy nuboso con lluvia escasa,17,17,15.0,0.2,0,84,Riesgo,0,60,Sin riesgo,E,5,cabrera-la-id28030
2024-08-30 01:00:00,Cubierto con lluvia,16,16,22.0,6.0,0,92,Riesgo,0,60,Sin riesgo,NO,6,cabrera-la-id28030
2024-08-30 02:00:00,Cubierto,16,16,18.0,0.0,0,99,10,0,10,Sin riesgo,NO,12,cabrera-la-id28030
2024-08-30 03:00:00,Muy nuboso,15,15,18.0,0.0,0,100,10,0,10,Sin riesgo,NO,10,cabrera-la-id28030
2024-08-30 04:00:00,Muy nuboso,15,15,16.0,0.0,0,96,10,0,10,Sin riesgo,NO,10,cabrera-la-id28030
2024-08-30 05:00:00,Muy nuboso,15,15,11.0,0.0,0,100,10,0,10,Sin riesgo,NO,8,cabrera-la-id28030
2024-08-30 06:00:00,Cubierto,14,14,6.0,0.0,0,100,Riesgo,0,10,Sin riesgo,NO,5,cabrera-la-id28030
2024-08-30 07:00:00,Nuboso,14,14,12.0,0.0,0,100,Riesgo,0,10,Sin riesgo,O,2,cabrera-la-id28030
2024-08-30 08:00:00,Cielo despejado,13,13,14.0,0.0,0,100,50,0,50,Riesgo,NO,6,cabrera-la-id28030
2024-08-30 09:00:00,Cielo despejado,16,16,11.0,0.0,0,94,Riesgo,0,50,Riesgo,NO,7,cabrera-la-id28030
2024-08-30 10:00:00,Cubierto,19,19,23.0,0.0,0,84,Riesgo,0,50,Riesgo,NE,3,cabrera-la-id28030
2024-08-30 11:00:00,Cubierto con lluvia,22,22,41.0,5.0,0,75,Riesgo,0,50,Riesgo,SE,11,cabrera-la-id28030
2024-08-30 12:00:00,Cubierto con lluvia,23,23,18.0,5.0,0,71,Riesgo,0,50,Riesgo,SE,22,cabrera-la-id28030
2024-08-30 13:00:00,Cubierto con lluvia escasa,24,24,31.0,0.8,0,53,Riesgo,0,50,Riesgo,O,8,cabrera-la-id28030
2024-08-30 14:00:00,Intervalos nubosos con lluvia escasa,26,26,26.0,0.1,0,50,75,0,70,Riesgo,N,14,cabrera-la-id28030
2024-08-30 15:00:00,Intervalos nubosos con lluvia escasa,26,26,17.0,0.1,0,42,Riesgo,0,70,Riesgo,NO,10,cabrera-la-id28030
2024-08-30 16:00:00,Intervalos nubosos con lluvia escasa,27,27,22.0,0.1,0,36,Riesgo,0,70,Sin riesgo,S,6,cabrera-la-id28030
2024-08-30 17:00:00,Intervalos nubosos con lluvia escasa,27,27,22.0,0.1,0,38,Riesgo,0,70,Sin riesgo,S,8,cabrera-la-id28030
2024-08-30 18:00:00,Intervalos nubosos con lluvia escasa,26,26,19.0,0.1,0,43,Riesgo,0,70,Sin riesgo,S,8,cabrera-la-id28030
2024-08-30 19:00:00,Intervalos nubosos con lluvia escasa,24,24,9.0,0.1,0,55,Riesgo,0,70,Sin riesgo,SE,8,cabrera-la-id28030
